ST	CARRIER	PLANID	PLANNAME	NETWK	AREA	PREMI27	PREMI50	PREMC2C30	PREMI2C30	INMDI	INMDIA	INMDI_TIERS	INMDIA_2	INDDI	INDDIA	INIDI	INIDIA	ONMDI	ONMDIA	ONDDI	ONDDIA	ONIDI	ONIDIA	INMDF	INMDFA	INMDF_TIERS	INMDFA_2	INDDF	INDDFA	INIDF	INIDFA	ONMDF	ONMDFA	ONDDF	ONDDFA	ONIDF	ONIDFA	INMMOOPI	INMMOOPI_TIERS	INMMOOPI_2	INDMOOPI	INIMOOPI	ONMMOOPI	ONMMOOPIA	ONDMOOPI	ONIMOOPI	INMMOOPF	INMMOOPF_TIERS	INMMOOPF_2	INDMOOPF	INDMOOPFA	INIMOOPF	ONMMOOPF	ONMMOOPFA	ONDMOOPF	ONIMOOPF	INPCCP	INPCCPA	INPCCPSC	INPCCP_TIERS	INPCCPA_2	INPCCI	INPCCIA	INPCCIA_CP	INPCCI_TIERS	INPCCI_TIER2CP	INPCCI_TIER3CP	INPCCI_TIER4CP	INPCCI_TIER2CI	INPCCI_TIER3CI	INPCCI_TIER2	INPCCI_TIER3	INPCCI_TIER4	ONPCCP	ONPCCPA	ONPCCI	ONPCCIA	ONPCCI_PEN	ONPCCIA_CP	ONPCCIA_MIN	ONPCCIA_FIRST	ONPCCIA_SECOND	ONPCCIA_NONPREF	ONPCCIA_NONPART	ONPCCI_TIERS	ONPCCI_TIER2CI	ONPCCI_TIER2	ONPCCI_TIER3	INSCP	INSCPA	INSCP_TIERS	INSCPA_2	INSCI	INSCIA	INSCIA_CP	INSCI_TIERS	INSCI_TIER2CP	INSCI_TIER3CP	INSCI_TIER4CP	INSCI_TIER2CI	INSCI_TIER2	INSCI_TIER3	INSCI_TIER4	ONSCP	ONSCPA	ONSCI	ONSCIA	ONSCI_PEN	ONSCIA_CP	ONSCIA_MIN	ONSCIA_FIRST	ONSCIA_SECOND	ONSCIA_NONPREF	ONSCIA_NONPART	INERCP	INERCPA	INERCP_TIERS	INERCPA_2	INERCPA_3	INERCPA_4	INERCPA_FIRST	INERCI	INERCIA	INERCIA_CP	INERCI_TIERS	INERCI_TIER2CP	INERCI_TIER2CI	INERCI_TIER2	ONERCP	ONERCPA	ONERCP_FIRST	ONERCP_TIERS	ONERCPA_TIER2	ONERCPA_TIER3	ONERCPA_TIER4	ONERCI	ONERCIA	ONERCI_CP	ONERCI_EMC	ONERCIA_EMC	ONERCI_TIERS	ONERCI_TIER2	ONERCIA_TIER2	ONERCIA_TIER2CP	INIFCP	INIFCPA	INIFCI	INIFCIA	INIFCIA_CP	INIFCI_TIERS	INIFCI_TIER2CI	INIFCI_TIER3CI	INIFCI_TIER4CI	INIFCI_TIER2	INIFCI_TIER3	INIFCI_TIER4	ONIFCP	ONIFCPA	ONIFCI	ONIFCIA	ONIFCI_FEE	ONIFCIA_NONPREF	ONIFCIA_NONPART	ONIFCI_CP	INOFCP	INOFCPA	INOFCPA_ASC	INOFCP_TIERS	INOFCP_TIER2	INOFCP_TIER3	INOFCPA_TIER2CP	INOFCPA_TIER3CP	INOFCPA_MIN	INOFCPA_MAX	INOFCI	INOFCIA	INOFCIA_CP	INOFCIA_ASC	INOFCIA_ASC_CP	INOFCI_TIERS	INOFCI_TIER2CI	INOFCI_TIER3CI	INOFCI_TIER4CI	INOFCI_TIER2CP	INOFCI_TIER2	INOFCI_TIER3	INOFCI_TIER4	INOFCIA_MIND	INOFCIA_MAXD	INOFCIA_PREF	INOFCIA_ALT	ONOFCP	ONOFCPA	ONOFCP_ASC	ONOFCI	ONOFCIA	ONOFCI_CP	ONOFCI_FEE	ONOFCIA_NONPREF	ONOFCIA_NONPART	INGDCP	INGDCPA	INGDCP_TIERS	INGDCP_TIER2	INGDCP_TIER3	INGDCP_TIER4	INGDCP_TIER2CP	INGDCP_TIER3CP	INGDCP_TIER4CP	INGDCP_PCP	INGDCP_SP	INGDCI	INGDCIA	ONGDCP	ONGDCPA	ONGDCPA_NONPREF	ONGDCPA_COONP	ONGDCPA_NCOONP	ONGDCPA_FIRST	ONGDCPA_VALUE	ONGDCPA_SELECT	ONGDCI	ONGDCIA	ONGDCIA_CP	ONGDCI_TIERS	ONGDCI_TIER2	ONGDCIA_TIER2	ONGDCIA_TIER2CP	ONGDCIA_PEN	ONGDCIA_TIER2PEN	INPBDCP	INPBDCPA	INPBDCP_TIERS	INPBDCP_TIER2	INPBDCP_TIER3	INPBDCP_TIER4	INPBDCP_TIER2CP	INPBDCP_TIER3CP	INPBDCP_TIER4CP	INPBDCI	INPBDCIA	ONPBDCP	ONPBDCPA	ONPBDCPA_NONPREF	ONPBDCPA_COONP	ONPBDCPA_NCOONP	ONPBDCI	ONPBDCIA	ONPBDCIA_CP	ONPBDCIA_PEN	ONPBDCIA_MINCP	ONPBDCIA_MAXCP	INNBDCP	INNBDCPA	INNBDCP_TIERS	INNBDCP_TIER2	INNBDCP_TIER2CP	INNBDCI	INNBDCIA	INNBDCI_TIERS	INNBDCI_TIER2	INNBDCI_TIER3	INNBDCI_TIER4	INNBDCI_TIER2CI	INNBDCI_TIER3CI	INNBDCI_TIER4CI	INNBDCIA_MIN	ONNBDCP	ONNBDCPA	ONNBDCPA_NONPREF	ONNBDCPA_COONP	ONNBDCPA_NCOONP	ONNBDCI	ONNBDCIA	ONNBDCIA_CP	ONNBDCIA_PEN	ONNBDCIA_MINCP	ONNBDCIA_MAXCP	INSDCP	INSDCPA	INSDCP_TIERS	INSDCP_TIER2	INSDCP_TIER2CP	INSDCI	INSDCIA	INSDCI_TIERS	INSDCI_TIER2	INSDCI_TIER3	INSDCI_TIER4	INSDCI_TIER2CI	INSDCI_TIER3CI	INSDCI_TIER4CI	INSDCIA_MAX	ONSDCP	ONSDCPA	ONSDCPA_GEN	ONSDCPA_PB	ONSDCPA_NP	ONSDCI	ONSDCIA	ONSDCIA_CP	ONSDCIA_MAXCP	METAL	UNIQUEID
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070075	BlueOptions Predictable Cost Plus 1423P	3	8	277.02	472.09	935.72	635.71	1	5000	0		0		0		1	12000	0		0		1	10000	0		0		0		1	24000	4		0		6250	1			6250	1	12500			12500	1		2		12500	1	25000	0		1	55	0	0		0			1									0		2	50								1				1	75	1		0			1								0		2	50								1	75	1					0			1				2	750		1				0					1				0		0			1							0		2	50					3			1							3					1												0			2	50					1	10	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_8_5529
IN	Ambetter from MHS	35065IN0010007	Ambetter Silver 3	2	3	277.08	472.19	935.92	635.83	1	2500	0		1	1000	0		3		4		0		1	5000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	20	1									0		99								99			1						2	50	1							0		99					99						2	100	1			0		1								99					99						0		1			2	30	1								99					99				S	IN_2_3_5530
GA	Ambetter from Peach State Health Plan	45495GA0030005	Ambetter Silver 1 + Vision + Adult Dental	2	3	277.1	472.23	936	635.9	1	1500	0		1	1000	0		3		4		0		1	3000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	25	1									0		99								99			1						2	75	1							0		99					99						2	100	1			0		1								99					99						0		1			2	30	1								99					99				S	GA_2_3_5531
CO	Colorado HealthOP	Not Available	HealthOp Bison  PPO	1	7	277.12	472.27	936.08	635.9500000000001	1	2600	0		0		0		1	5200	0		0		1	5200	0		0		0		1	10400	0		0		6000	1			6000	0		0		12000	1		2		12000	0		0		0			0		10	20		4		10	30	40		10	11	11	0		2	50								1				0		1		2	40		4		60	60	40	2	12	12	0		2	50								1	500	4	500	500	500		0			1				1	500		4	500	500	500	0					1				0		2	40		4	40	40	40	2	2	2	0		2	50					0			1							2	40				4	40	40	40		2	2	2					0			2	50					1	15	4	1	1	1	15	15	15			0		99								99			1						1	40	4	1	1	1	40	40	40	0		99					99						0		1			1	40	4	1	1	1	40	40	40		99					99						0		1			1	40	4	1	1	1	40	40	40		99					99				S	CO_1_7_5532
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070081	BlueOptions Essential 1406	3	15	277.16	472.33	936.2000000000001	636.03	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_15_5533
GA	Anthem Blue Cross and Blue Shield	49046GA0410009	BCBSHP Silver DirectAccess - cbiq	2	12	277.23	472.45	936.4400000000001	636.2000000000001	1	2000	0		2		1	2000	3		4		0		1	4000	0		2		1	4000	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		7	20	35	1									99		99									1				0		1		2	20		1								99		99									0		1					4	20	200	1				0			1				17	20	200			1				0		6	20	500	1							99		99						0			1							2	20				1												99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			2	20	1								99					99						0		1			2	20	1								99					99				S	GA_2_12_5534
GA	Anthem Blue Cross and Blue Shield	49046GA0610001	Blue Cross and Blue Shield Healthcare Plan of Georgia Silver DirectAccess, a Multi-State Plan	2	12	277.23	472.45	936.4400000000001	636.2000000000001	1	2000	0		2		1	2000	3		4		0		1	4000	0		2		1	4000	3		4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		0			0		7	20	35	1									99		99									1				0		1		2	20		1								99		99									0		1					4	20	200	1				0			1				17	20	200			1				0		6	20	500	1							99		99						0			1							2	20				1												99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			2	20	1								99					99						0		1			2	20	1								99					99				S	GA_2_12_5535
WI	Arise Health Plan	84670WI1250014	Healthy1Engage	2	12	277.26	472.5	936.56	636.28	1	2000	0		0		0		3		4		0		1	4000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	30	0	0		0			1									99		99									1				1	60	1		0			1								99		99									1	200	1					0			1				5	200		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	20	1									0		99								99			1						1	50	1							0		99					99						1	75	1			0		1								99					99						0		1			1	25	1								99					99				S	WI_2_12_5536
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020033	BlueCare Predictable Cost 1490	2	35	277.26	472.51	936.56	636.28	1	5000	0		0		0		3		4		0		1	10000	0		0		0		3		4		0		6250	1			6250	0		0		12500	1		2		12500	0		0		1	55	0	0		0			1									99		99									1				1	75	1		0			1								99		99									1	75	1					0			1				5	750		1				0					1				0		0			1							99		99						3			1							3					1												99			99						1	10	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_35_5537
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020035	BlueCare Predictable Cost Plus 1490P	2	15	277.29	472.56	936.66	636.35	1	5000	0		0		0		3		4		0		1	10000	0		0		0		3		4		0		6250	1			6250	0		0		12500	1		2		12500	0		0		1	55	0	0		0			1									99		99									1				1	75	1		0			1								99		99									1	75	1					0			1				5	750		1				0					1				0		0			1							99		99						3			1							3					1												99			99						1	10	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_15_5538
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070114	BlueOptions Everyday Health 1410	3	57	277.3	472.57	936.68	636.36	1	5750	0		0		0		1	11500	0		0		1	11500	0		0		0		1	23000	4		0		6250	1			6250	1	23000			12500	1		2		12500	1	25000	0		1	75	0	0		0			1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	20	1									0		99								99			1						1	70	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_57_5539
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0120053	BlueSelect Essential Plus 1439P	3	50	277.32	472.61	936.74	636.4	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_50_5540
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070100	BlueOptions Everyday Health 1431	3	28	277.38	472.72	936.96	636.54	1	5000	0		0		0		1	10000	0		0		1	10000	0		0		0		1	20000	4		0		6350	1			6350	1	12800			12700	1		2		12700	1	25000	0		1	25	0	0		0			1									0		2	50								1				1	50	1		0			1								0		2	50								1	500	1					0			1				2	500		1				0					1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_28_5541
WI	Security Health Plan of Wisconsin, Inc.	38166WI0170004	Classic $2,000 - 30%	2	15	277.41	472.75	937.02	636.59	1	2000	0		0		0		3		4		0		1	4000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		2	30		1									99		99									1				0		1		7	30	50	1								99		99									0		1					7	30	150	1				0			1				17	30	150			1				0		6	30	500	1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						1	40	1							0		99					99						1	80	1			0		1								99					99						0		1			1	33	1								99					99				S	WI_2_15_5542
WI	Security Health Plan of Wisconsin, Inc.	38166WI0170004	Classic $2,000 - 30%	2	5	277.41	472.75	937.02	636.59	1	2000	0		0		0		3		4		0		1	4000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		2	30		1									99		99									1				0		1		7	30	50	1								99		99									0		1					7	30	150	1				0			1				17	30	150			1				0		6	30	500	1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						1	40	1							0		99					99						1	80	1			0		1								99					99						0		1			1	33	1								99					99				S	WI_2_5_5543
WI	Security Health Plan of Wisconsin, Inc.	38166WI0170004	Classic $2,000 - 30%	2	11	277.41	472.75	937.02	636.59	1	2000	0		0		0		3		4		0		1	4000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		2	30		1									99		99									1				0		1		7	30	50	1								99		99									0		1					7	30	150	1				0			1				17	30	150			1				0		6	30	500	1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						1	40	1							0		99					99						1	80	1			0		1								99					99						0		1			1	33	1								99					99				S	WI_2_11_5544
WI	Security Health Plan of Wisconsin, Inc.	38166WI0170004	Classic $2,000 - 30%	2	6	277.41	472.75	937.02	636.59	1	2000	0		0		0		3		4		0		1	4000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		2	30		1									99		99									1				0		1		7	30	50	1								99		99									0		1					7	30	150	1				0			1				17	30	150			1				0		6	30	500	1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						1	40	1							0		99					99						1	80	1			0		1								99					99						0		1			1	33	1								99					99				S	WI_2_6_5545
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070081	BlueOptions Essential 1406	3	10	277.44	472.81	937.14	636.67	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_10_5546
FL	Florida Health Care Plans	56503FL1410003	IND Essential Plus Silver POS with Pediatric Dental 54	4	17	277.48	472.89	937.3	636.78	1	2000	0		1	400	0		1	5000	0		0		1	4000	0		1	800	0		1	10000	4		0		4000	1		2350		1	8000			8000	1		1	4700		1	16000	0		0			0		2	30		1									0		2	50								1				0		1		2	30		1								0		2	50								0		1					2	30		1				0			1				35	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	3	1									0		99								99			1						2	30	1							0		99					99						2	55	1			0		1								99					99						0		1			2	20	1								99					99				S	FL_4_17_5547
FL	Florida Health Care Plans	56503FL1410003	IND Essential Plus Silver POS with Pediatric Dental 54	4	57	277.48	472.89	937.3	636.78	1	2000	0		1	400	0		1	5000	0		0		1	4000	0		1	800	0		1	10000	4		0		4000	1		2350		1	8000			8000	1		1	4700		1	16000	0		0			0		2	30		1									0		2	50								1				0		1		2	30		1								0		2	50								0		1					2	30		1				0			1				35	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	3	1									0		99								99			1						2	30	1							0		99					99						2	55	1			0		1								99					99						0		1			2	20	1								99					99				S	FL_4_57_5548
FL	Florida Health Care Plans	56503FL1410003	IND Essential Plus Silver POS with Pediatric Dental 54	4	64	277.48	472.89	937.3	636.78	1	2000	0		1	400	0		1	5000	0		0		1	4000	0		1	800	0		1	10000	4		0		4000	1		2350		1	8000			8000	1		1	4700		1	16000	0		0			0		2	30		1									0		2	50								1				0		1		2	30		1								0		2	50								0		1					2	30		1				0			1				35	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	3	1									0		99								99			1						2	30	1							0		99					99						2	55	1			0		1								99					99						0		1			2	20	1								99					99				S	FL_4_64_5549
OR	BridgeSpan Health Company	Not Available	BridgeSpan Oregon Standard Silver PPO 63474OR0010002-01	1	6	278	473.05	937.62	637	1	2500	0		2		1	2500	1	10000	0		0		1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12500	2	12500	12700	1		2		12700	1	12500	2	12500	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					1	15	1									0		99								99			1						1	50	1							0		99					99						0		1			1	50	1								99					99						0		1			1	50	1								99					99				S	OR_1_6_5550
MS	Ambetter from Magnolia Health Plan	94237MS0020009	Ambetter Silver 5 + Vision	2	1	277.58	473.07	937.66	637.03	1	3000	0		1	1000	0		3		4		0		1	6000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				1	1000	0			1							99		99						2	250		1							0					1												99			99						1	10	1									0		99								99			1						2	50	1							0		99					99						2	75	1			0		1								99					99						2	250	1			0		1								99					99				S	MS_2_1_5551
SC	BlueCross BlueShield of South Carolina	26065SC0380002	BlueEssentials Silver 1	3	9	277.61	473.11	769.53	468.87	0				2		0		3		4		0						2		0		3		4		0		6350	1			6350	0		0					2			0		0		0			0		4	50	20	1									0		1	100								1				0		1		4	50	50	1										1	100								0		1					4	50	300	1				0			1				25	50	300			1				0		2	50		1							0		1	100					0			1							1	50				1												0			1	100					0		1									2	50	99								99			1						0		1							2	50	99					99						0		1			2	50	1								99					99						0		1			2	50	1								99					99				S	SC_3_9_5552
SC	BlueCross BlueShield of South Carolina	26065SC0380002	BlueEssentials Silver 1	3	32	277.61	473.11	769.53	468.87	0				2		0		3		4		0						2		0		3		4		0		6350	1			6350	0		0					2			0		0		0			0		4	50	20	1									0		1	100								1				0		1		4	50	50	1										1	100								0		1					4	50	300	1				0			1				25	50	300			1				0		2	50		1							0		1	100					0			1							1	50				1												0			1	100					0		1									2	50	99								99			1						0		1							2	50	99					99						0		1			2	50	1								99					99						0		1			2	50	1								99					99				S	SC_3_32_5553
SC	BlueChoice HealthPlan	49532SC0380008	MyChoice Advantage Silver 1750	3	45	277.62	473.11	769.53	468.87	1	1750	0		0		0		3		4		0								0		3		4		0		6350	1			6350	0		0					2			0		0		1	50	0	0		0			1									99		99									1				1	100	1		0			1								99		99									0		1					4	30	250	1				1			1				0					1				0		6	30	250	1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						0		1							2	30	99					99						0		1			2	30	1								99					99						0		1			2	30	1								99					99				S	SC_3_45_5554
FL	Ambetter from Sunshine Health	86382FL0020009	Ambetter Silver 5 + Vision	2	6	277.64	473.15	937.8	637.12	1	3000	0		1	1000	0		3		4		0		1	6000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				1			1				0					1				1	1000	0			1							99		99						2	250		1							0					1												99			99						1	10	1									0		99								99			1						2	50	1							0		99					99						2	75	1			0		1								99					99						2	250	1			0		1								99					99				S	FL_2_6_5555
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070075	BlueOptions Predictable Cost Plus 1423P	3	14	277.64	473.15	937.83	637.15	1	5000	0		0		0		1	12000	0		0		1	10000	0		0		0		1	24000	4		0		6250	1			6250	1	12500			12500	1		2		12500	1	25000	0		1	55	0	0		0			1									0		2	50								1				1	75	1		0			1								0		2	50								1	75	1					0			1				2	750		1				0					1				0		0			1							0		2	50					3			1							3					1												0			2	50					1	10	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_14_5556
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070075	BlueOptions Predictable Cost Plus 1423P	3	63	277.64	473.15	937.83	637.15	1	5000	0		0		0		1	12000	0		0		1	10000	0		0		0		1	24000	4		0		6250	1			6250	1	12500			12500	1		2		12500	1	25000	0		1	55	0	0		0			1									0		2	50								1				1	75	1		0			1								0		2	50								1	75	1					0			1				2	750		1				0					1				0		0			1							0		2	50					3			1							3					1												0			2	50					1	10	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_63_5557
WI	Arise Health Plan	84670WI1270014	Healthy1Engage	4	16	277.64	473.16	937.85	637.16	1	2000	0		0		0		1	4000	0		0		1	4000	0		0		0		1	8000	4		0		6350	1			6350	1	12000			12700	1		2		12700	1	24000			1	30	0	0		0			1									0		2	40								1				1	60	1		0			1								0		2	40								1	200	1					0			1				2	200		1				0					1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	20	1									0		99								99			1						1	50	1							0		99					99						1	75	1			0		1								99					99						0		1			1	25	1								99					99				S	WI_4_16_5558
IN	Anthem Blue Cross and Blue Shield	17575IN0700011	Anthem Silver DirectAccess w/HSA - cbbg	2	10	277.7	473.27	938.06	637.29	1	3000	0		2		1	3000	3		4		0		1	6000	0		2		1	6000	3		4		0		3600	1			3600	0		0		7200	1		2		7200	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					4	10	200	1				0			1				17	10	200			1				0		6	10	500	1							99		99						0			1							58	10				1												99			99						0		1									2	10	99								99			1						0		1							2	10	99					99						0		1			2	10	1								99					99						0		1			2	10	1								99					99				S	IN_2_10_5559
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070101	BlueOptions Everyday Health Plus 1431P	3	46	277.72	473.29	938.11	637.33	1	5000	0		0		0		1	10000	0		0		1	10000	0		0		0		1	20000	4		0		6350	1			6350	1	12800			12700	1		2		12700	1	25000	0		1	25	0	0		0			1									0		2	50								1				1	50	1		0			1								0		2	50								1	500	1					0			1				2	500		1				0					1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_46_5560
IN	Ambetter from MHS	35065IN0020009	Ambetter Silver 5 + Vision	2	3	277.81	473.44	938.4	637.53	1	3000	0		1	1000	0		3		4		0		1	6000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				1	1000	0			1							99		99						2	250		1							0					1												99			99						1	10	1									0		99								99			1						2	50	1							0		99					99						2	75	1			0		1								99					99						2	250	1			0		1								99					99				S	IN_2_3_5561
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	37	277.83	473.48	770.12	469.23	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_37_5562
TX	Ambetter from Superior Health Plan	87226TX0030008	Ambetter Silver 4 + Vision + Adult Dental	2	5	277.83	473.5	938.52	637.61	1	2000	0		2		1	2000	3		4		0		1	4000	0		2		1	4000	3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	20	1									0		99								99			1						2	50	1							0		99					99						2	100	1			0		1								99					99						0		1			2	20	1								99					99				S	TX_2_5_5563
IN	Ambetter from MHS	35065IN0030007	Ambetter Silver 3 + Vision + Adult Dental	2	4	277.89	473.57	938.68	637.72	1	2500	0		1	1000	0		3		4		0		1	5000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	20	1									0		99								99			1						2	50	1							0		99					99						2	100	1			0		1								99					99						0		1			2	30	1								99					99				S	IN_2_4_5564
WI	Arise Health Plan	84670WI1270014	Healthy1Engage	4	14	277.89	473.58	938.68	637.72	1	2000	0		0		0		1	4000	0		0		1	4000	0		0		0		1	8000	4		0		6350	1			6350	1	12000			12700	1		2		12700	1	24000			1	30	0	0		0			1									0		2	40								1				1	60	1		0			1								0		2	40								1	200	1					0			1				2	200		1				0					1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	20	1									0		99								99			1						1	50	1							0		99					99						1	75	1			0		1								99					99						0		1			1	25	1								99					99				S	WI_4_14_5565
WI	Anthem Blue Cross and Blue Shield	79475WI0340007	Anthem Silver DirectAccess - cbaa	4	10	277.93	473.65	938.8	637.79	1	3500	0		2		1	3500	3		4		0		1	7000	0		2		1	7000	3		4		0		4500	1			4500	0		0		9000	1		2		9000	0		0		1	45	0	0		0			1									99		99									1				0		1		0			1								99		99									11	200	1					0			1				0			1				19	0	200			1				2	500	0			1							99		99						3			1							3					1												99			99						1	15	1									0		99								99			1						1	40	1							0		99					99						0		1			0		1								99					99						0		1			0		1								99					99				S	WI_4_10_5566
